Function	Count	Inclusive Time (ms)	Inclusive Time %	Exclusive Time (ms)	Exclusive Time %	Avg Time (ms)	Max Time (ms)	Min Time (ms)	URL	Line Number
onAdd	1	9	0.22	0	0	9	9	9	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-grid-foundation-debug.js?t=20111007011424	"2,604"
setRecordFromDataValues	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/scripts/ext.frs/grid/dataobjectgrid.js?t=20120312043903	280
cachePendingUpdate	148	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/grid/dataobjectgrid.js?t=20120312043903	83
setNotEmpty	157	573.06	13.79	0	0	3.65	60.01	2	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,093"
JScript - window script block	2	2	0.05	0	0	1	2	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,281"
getValue	4	3	0.07	0	0	0.75	2	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectconstanttextfield.js?t=20120103053413	33
setPureValue	164	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/data/datamodel.js?t=20111007011428	83
applyFieldActions	164	18	0.43	0	0	0.11	5	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,798"
applyToDependents	33	18	0.43	0	0	0.55	5	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,808"
evalFunctionExpression	16	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/expressions.js?t=20111007011428	92
applyExternalAction	23	4	0.1	0	0	0.17	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,434"
finishRequest	1	99.01	2.38	0	0	99.01	99.01	99.01	http://pl-l01899/SaaS/scripts/ext.frs/data/saveandaction.js?t=20120306010917	520
continuation	1	71.01	1.71	0	0	71.01	71.01	71.01	http://pl-l01899/SaaS/scripts/ext.frs/data/saveandaction.js?t=20120306010917	82
JScript - window script block	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/data/saveandaction.js?t=20120306010917	84
callback	1	71.01	1.71	0	0	71.01	71.01	71.01	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	561
loadDetailTab	1	35	0.84	0	0	35	35	35	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	349
loadDetailTabInternal	1	35	0.84	0	0	35	35	35	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	358
setActiveChild	1	35	0.84	0	0	35	35	35	http://pl-l01899/SaaS/adminui/scripts/layout.js?t=20111215091127	998
findParentBy	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,761"
JScript - window script block	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/adminui/scripts/layout.js?t=20111215091127	999
setActiveTab	2	35	0.84	0	0	17.5	35	0	http://pl-l01899/SaaS/scripts/ext.frs/frs.31x.js?t=20120223125400	860
setActiveTabInternal	2	35	0.84	0	0	17.5	35	0	http://pl-l01899/SaaS/scripts/ext.frs/frs.31x.js?t=20120223125400	868
getTabEl	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	692
add	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	"1,111"
onBeforeShowItem	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	644
onBeforeRender	1	4	0.1	0	0	4	4	4	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	120
processDefinition	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	72
initDetailFormDef	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,227"
LoadDetailTabToolbar	1	2	0.05	0	0	2	2	2	http://pl-l01899/SaaS/Services/FormService.asmx/jsdebug?RV=1_9_0_000	232
eval code	1	0	0	0	0	0	0	0		0
onActivatePart	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/adminui/scripts/layout.js?t=20111215091127	974
findContent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/adminui/scripts/layout.js?t=20111215091127	"1,199"
onActivate	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	395
focusFirstChildPanel	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	777
updateAllValidationLists	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,320"
checkVisibilityDataForCurrentRecord	1	35	0.84	0	0	35	35	35	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	493
getCurrentData	4	4	0.1	0	0	1	1	1	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	901
checkRelationData	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	952
deleteObjectDataByType	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	932
getExpressionDataForTheRecord	1	34	0.82	0	0	34	34	34	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	633
setExpressionData	1	32	0.77	0	0	32	32	32	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	804
updateTabsVisibilityInternal	3	33	0.79	0	0	11	31	1	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	835
evalUnaryExpression	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/expressions.js?t=20111007011428	39
getValueCallback	12	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	843
setVisible	15	33	0.79	0	0	2.2	12	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	"1,017"
hideTabStripItem	5	28	0.67	0	0	5.6	12	1	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	722
remove	5	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	"1,118"
onVisibilityChanged	15	5	0.12	0	0	0.33	3	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	"1,170"
getParent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	313
updateControlVisibility	15	2	0.05	0	0	0.13	1	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	"1,184"
isVisible	15	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	"1,077"
getActiveTab	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tabs-debug.js?t=20111007011424	842
updateTabsVisibility	2	4	0.1	0	0	2	2	2	http://pl-l01899/SaaS/scripts/saas.webui/objectlayout/objectlayoutformview.js?t=20120312043903	829
clear	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/prototype-lite.js?t=20111007011428	823
remove	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"4,273"
onDetailTabToolbarLoaded	1	10	0.24	0	0	10	10	10	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	330
loadDetailDef	1	10	0.24	0	0	10	10	10	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,250"
loadDetailFormDef	1	10	0.24	0	0	10	10	10	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,342"
getFormDef	1	10	0.24	0	0	10	10	10	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	84
GetFormDef	1	1	0.02	0	0	1	1	1	http://pl-l01899/SaaS/Services/FormService.asmx/jsdebug?RV=1_9_0_000	14
eval code	1	0	0	0	0	0	0	0		0
decodeDateFormat	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	636
decodeTimeFormat	3	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	642
afterFormLayout	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/linkfieldselector.js?t=20120227063557	11
afterFormLayout	8	2	0.05	0	0	0.25	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	268
initComponent	12	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttextfield.js?t=20111007011429	107
initComponent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/urlbutton.js?t=20111212053711	20
initComponent	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectmatchingfield.js?t=20111007011429	6
initComponent	8	6	0.14	0	0	0.75	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	4
initComponent	8	6	0.14	0	0	0.75	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	209
constructor	8	6	0.14	0	0	0.75	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-json-debug.js?t=20111007011423	557
JsonReader	8	4	0.1	0	0	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-json-debug.js?t=20111007011423	190
create	8	3	0.07	0	0	0.38	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	439
JScript - window script block	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	115
F	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	121
override	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	146
JScript - window script block	32	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	442
buildExtractors	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-json-debug.js?t=20111007011423	329
JScript - window script block	56	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-json-debug.js?t=20111007011423	377
constructor	8	2	0.05	0	0	0.25	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"1,096"
createSequence	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	838
register	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	792
getKey	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	836
replace	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"11,666"
loadData	24	10	0.24	0	0	0.42	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-json-debug.js?t=20111007011423	563
loadData	24	10	0.24	0	0	0.42	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,078"
readRecords	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-json-debug.js?t=20111007011423	474
num	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/adapter/ext/ext-base-debug.js?t=20111007011423	537
JScript - window script block	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-json-debug.js?t=20111007011423	345
JScript - window script block	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-json-debug.js?t=20111007011423	381
loadRecords	24	10	0.24	0	0	0.42	2	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,026"
clearData	24	1	0.02	0	0	0.04	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"1,604"
applySort	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,122"
initComponent	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectprogressbarbase.js?t=20111007011429	36
isNotLongText	10	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/data/datamodel.js?t=20111007011428	201
isTextFieldDataType	9	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/data/datamodel.js?t=20111007011428	176
getVCellContents	7	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectformlayout.js?t=20111007011428	223
addVCellRow	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectformlayout.js?t=20111007011428	204
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
compiled	2	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	8	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
buildLabel	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/urlbutton.js?t=20111212053711	31
compiled	2	0	0	0	0	0	0	0		0
compiled	4	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	2	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
compiled	1	0	0	0	0	0	0	0		0
buildBodyLayout	8	2	0.05	0	0	0.25	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	20
compiled	8	0	0	0	0	0	0	0		0
compiled	24	0	0	0	0	0	0	0		0
getControlValidationTable	24	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	649
getControlValidationTableRights	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	661
onResize	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	739
getValue	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectprogressbarbase.js?t=20111007011429	32
getValue	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/urlbutton.js?t=20111212053711	62
initEvents	12	2	0.05	0	0	0.17	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttextfield.js?t=20111007011429	150
initEvents	8	4	0.1	0	0	0.5	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	571
initValue	8	1	0.02	0	0	0.13	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	436
getValue	16	2	0.05	0	0	0.13	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	851
onRender	2	11	0.27	0	0	5.5	7	4	http://pl-l01899/SaaS/scripts/ext.frs/form/linkfieldselector.js?t=20120227063557	197
onRender	11	24	0.58	0	0	2.18	3	2	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttriggerfield.js?t=20111007011429	78
onRender	12	12	0.29	0	0	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttextfield.js?t=20111007011429	357
initTrigger	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectmatchingfield.js?t=20111007011429	12
onRender	8	37	0.89	0	0	4.63	6	2	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	239
onRender	8	16	0.39	0	0	2	2	2	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	346
initTrigger	8	2	0.05	0	0	0.25	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objecttriggerfield.js?t=20111007011429	97
addClassOnClick	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"6,266"
codeFn	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"13,050"
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
eval code	1	0	0	0	0	0	0	0		0
onRender	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectprogressbarbase.js?t=20111007011429	40
onRender	1	88.01	2.12	0	0	88.01	88.01	88.01	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/urlbutton.js?t=20111212053711	35
addParameterToUrl	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/loader.js?t=20120301074918	346
escape	2	0	0	0	0	0	0	0		0
JScript - window script block	1	358.04	8.62	0	0	358.04	358.04	358.04	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,242"
onFormDefLoaded	1	358.04	8.62	0	0	358.04	358.04	358.04	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,420"
loadFormData	1	309.03	7.44	0	0	309.03	309.03	309.03	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,471"
loadActionCreatedObject	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,430"
setFormDefaultData	1	249.03	5.99	0	0	249.03	249.03	249.03	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	161
loadDefaultData	1	192.02	4.62	0	0	192.02	192.02	192.02	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	964
loadData	1	190.02	4.57	0	0	190.02	190.02	190.02	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	944
setData	1	181.02	4.36	0	0	181.02	181.02	181.02	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,069"
setValues	1	143.01	3.44	0	0	143.01	143.01	143.01	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,145"
hideNoDataFound	9	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,407"
JScript - window script block	38	72.01	1.73	0	0	1.9	61.01	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,150"
setValue	2	72.01	1.73	0	0	36	61.01	11	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectprogressbarbase.js?t=20111007011429	27
renderBar	2	72.01	1.73	0	0	36	61.01	11	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectprogressbarbase.js?t=20111007011429	75
getCellsInfo	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectprogressbar.js?t=20111007011429	15
createCell	5	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectprogressbarbase.js?t=20111007011429	63
compiled	2	1	0.02	0	0	0.5	1	0		0
Function code	2	0	0	0	0	0	0	0		0
JScript - window script block	5	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"13,004"
compiled	5	0	0	0	0	0	0	0		0
resize	2	70.01	1.69	0	0	35	60.01	10	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectprogressbarbase.js?t=20111007011429	102
getCellsInfo	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/responsetargetfield.js?t=20111007011429	3
setInitialValue	26	10	0.24	0	0	0.39	2	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectfield.js?t=20120301115100	21
initComponent	2	3	0.07	0	0	1.5	2	1	http://pl-l01899/SaaS/scripts/ext.frs/form/formtooltip.js?t=20111007011429	11
initComponent	2	2	0.05	0	0	1	1	1	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	272
initComponent	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	58
initTarget	2	1	0.02	0	0	0.5	1	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/pkg-tips-debug.js?t=20111007011424	298
mun	6	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/cmp-foundation-debug.js?t=20111007011423	"1,872"
setInitialValue	8	4	0.1	0	0	0.5	1	0	http://pl-l01899/SaaS/scripts/ext.frs/form/listvalidatedtextfield.js?t=20120228112842	7
cv	436	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"2,553"
id	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	473
eval code	1	0	0	0	0	0	0	0		0
onFormSetData	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,264"
updateFormNavigationState	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,103"
onFormDataApplied	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"1,335"
matchObjectType	34	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"2,160"
matchThisObjectType	34	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"2,164"
createDeferLinkObject	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/objectviewdetailtab.js?t=20120312043903	"2,042"
loadFieldValidationListData	2	287.03	6.91	0	0	143.51	286.03	1	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,047"
eachControlInDataIndexMap	2	287.03	6.91	0	0	143.51	286.03	1	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	260
JScript - window script block	10	287.03	6.91	0	0	28.7	68.01	1	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"2,051"
setValidationListData	2	2	0.05	0	0	1	1	1	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectconstanttextfield.js?t=20120103053413	103
getMRURecords	31	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/objectworkspace.js?t=20120312043903	428
setValidationListData	8	283.03	6.81	0	0	35.38	68.01	29	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	71
isExpanded	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	"1,078"
JScript - window script block	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/data-foundation-debug.js?t=20111007011423	"1,605"
updateField	8	270.03	6.5	0	0	33.75	67.01	27	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	288
updateField	8	269.03	6.48	0	0	33.63	67.01	27	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectcombofield.js?t=20120312043903	365
shouldObtainValidationList	8	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectvalidationlistfield.js?t=20120306070110	323
setNoListMRURecords	2	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,014"
JScript - window script block	44	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/dataobjectform.js?t=20120301114824	"1,015"
onload	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/saas.webui/imgloader.js?t=20111031064811	48
JScript - window script block	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/scripts/ext.frs/form/fields/objectpicture.js?t=20120312043903	59
replaceWith	1	0	0	0	0	0	0	0	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"5,471"
call	1	26	0.63	0	0	26	26	26	http://pl-l01899/SaaS/lib/ext-js-31/pkgs/ext-foundation-debug.js?t=20120130105614	"1,800"
